Date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRL,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,
2021-10-14,1.1602,131.65,1.9558,N/A,25.387,7.4406,N/A,0.84618,359,N/A,N/A,N/A,4.5693,N/A,4.95,10.0138,N/A,N/A,1.0686,149.6,9.7928,7.5127,83.1225,N/A,10.6104,1.5644,6.3528,1.4361,7.4683,9.0244,16353.05,3.7372,87.3355,1375.51,23.8458,4.8195,1.6506,58.778,1.5642,38.524,17.162,
2021-10-13,1.1562,131.3,1.9558,N/A,25.369,7.4407,N/A,0.84898,360.2,N/A,N/A,N/A,4.5772,N/A,4.949,10.1195,N/A,N/A,1.0722,150,9.8555,7.518,83.0248,N/A,10.4833,1.5722,6.3814,1.4386,7.4482,8.9952,16438.27,3.7408,87.1095,1378.13,23.9497,4.8098,1.6647,58.564,1.5646,38.478,17.194,
2021-10-12,1.1555,131.06,1.9558,N/A,25.376,7.4408,N/A,0.84755,359.91,N/A,N/A,N/A,4.5805,N/A,4.9499,10.1078,N/A,N/A,1.0729,150,9.8608,7.5155,83.0176,N/A,10.4044,1.566,6.3977,1.4395,7.4522,8.9915,16396.85,3.7275,87.272,1383.4,24.0232,4.8132,1.6591,58.711,1.5664,38.501,17.265,
2021-10-11,1.1574,130.7,1.9558,N/A,25.399,7.4412,N/A,0.84878,360.7,N/A,N/A,N/A,4.5913,N/A,4.9493,10.1163,N/A,N/A,1.0722,150,9.888,7.5155,82.963,N/A,10.3726,1.5751,6.3719,1.4431,7.4644,9.0049,16444.42,3.7358,87.334,1383.43,24.0051,4.8264,1.668,58.924,1.5665,39.195,17.3108,
2021-10-08,1.1569,129.32,1.9558,N/A,25.434,7.4413,N/A,0.8489,360.19,N/A,N/A,N/A,4.6182,N/A,4.9483,10.1138,N/A,N/A,1.0734,149.4,9.8855,7.5188,83.239,N/A,10.311,1.5837,6.3638,1.4499,7.4591,9.0066,16430.43,3.7374,86.7495,1381.8,23.8295,4.8335,1.6686,58.43,1.5681,39.161,17.2259,
2021-10-07,1.1562,128.78,1.9558,N/A,25.415,7.4399,N/A,0.85023,358.16,N/A,N/A,N/A,4.5458,N/A,4.9475,10.1453,N/A,N/A,1.0712,148.8,9.9388,7.515,83.178,N/A,10.2594,1.5839,6.338,1.4545,7.4536,9.0008,16406.7,3.7353,86.408,1375.87,23.7032,4.837,1.6676,58.308,1.5697,39.051,17.2074,
2021-10-06,1.1542,128.52,1.9558,N/A,25.415,7.4398,N/A,0.8497,359.43,N/A,N/A,N/A,4.5925,N/A,4.9458,10.1628,N/A,N/A,1.0715,148.6,9.923,7.508,83.6242,N/A,10.2802,1.5913,6.3584,1.4575,7.4407,8.9876,16487.75,3.7452,86.438,1379.91,23.9641,4.8297,1.6728,58.804,1.5712,39.116,17.4561,
2021-10-05,1.1602,128.99,1.9558,N/A,25.308,7.4379,N/A,0.85173,356.9,N/A,N/A,N/A,4.5998,N/A,4.9477,10.131,N/A,N/A,1.0752,148,9.9155,7.505,84.1541,N/A,10.2707,1.5937,6.3106,1.4612,7.4805,9.0324,16506.62,3.7477,86.488,1376.12,23.7904,4.8482,1.665,58.893,1.5743,39.203,17.3792,
2021-10-04,1.1636,129.21,1.9558,N/A,25.32,7.4374,N/A,0.8553,355.9,N/A,N/A,N/A,4.5685,N/A,4.9478,10.1435,N/A,N/A,1.0768,150.1,9.977,7.493,84.7198,N/A,10.2816,1.5957,6.2579,1.4668,7.5013,9.0597,16575.85,3.7456,86.4025,1372.5,23.8512,4.8569,1.6687,59.06,1.5777,39.242,17.3166,
2021-10-01,1.16,128.97,1.9558,N/A,25.309,7.4372,N/A,0.85653,358.16,N/A,N/A,N/A,4.5826,N/A,4.947,10.1538,N/A,N/A,1.0791,149.7,10.0204,7.498,84.7187,N/A,10.2583,1.5985,6.2816,1.4698,7.4781,9.0304,16563.71,3.7353,85.975,1371.32,23.7955,4.8482,1.6751,58.752,1.5733,39.022,17.3449,
2021-09-30,1.1579,129.67,1.9558,N/A,25.495,7.436,N/A,0.86053,360.19,N/A,N/A,N/A,4.6197,N/A,4.9475,10.1683,N/A,N/A,1.083,150.9,10.165,7.4889,84.3391,N/A,10.2981,1.6095,6.2631,1.475,7.4847,9.0184,16572.03,3.7363,86.0766,1371.58,23.7439,4.8475,1.6858,59.066,1.576,39.235,17.5629,
2021-09-29,1.1654,129.89,1.9558,N/A,25.457,7.436,N/A,0.86443,359.6,N/A,N/A,N/A,4.626,N/A,4.946,10.183,N/A,N/A,1.0829,150.7,10.143,7.4975,84.6823,N/A,10.3168,1.6112,6.3218,1.4793,7.5347,9.0714,16670.71,3.7425,86.467,1381.2,23.7082,4.8769,1.6826,59.203,1.5822,39.49,17.521,
2021-09-28,1.1678,130.17,1.9558,N/A,25.517,7.436,N/A,0.8595,359.39,N/A,N/A,N/A,4.6176,N/A,4.9498,10.1933,N/A,N/A,1.084,149.7,10.102,7.5013,84.7497,N/A,10.3685,1.6115,6.3122,1.4776,7.5433,9.0882,16697.39,3.7505,86.5595,1385.41,23.5909,4.8843,1.6781,59.626,1.5846,39.46,17.6299,
2021-09-27,1.1698,129.74,1.9558,N/A,25.443,7.436,N/A,0.8542,358.13,N/A,N/A,N/A,4.5955,N/A,4.9495,10.1738,N/A,N/A,1.085,150.1,10.0655,7.5028,84.9955,N/A,10.3471,1.6129,6.2187,1.4812,7.5609,9.1054,16673.16,3.7427,86.4025,1382.04,23.5043,4.8991,1.6711,59.881,1.584,39.276,17.6179,
2021-09-24,1.1719,129.49,1.9558,N/A,25.408,7.4362,N/A,0.85703,356.99,N/A,N/A,N/A,4.6047,N/A,4.9508,10.138,N/A,N/A,1.083,150.9,10.089,7.4955,85.5104,N/A,10.359,1.6165,6.2332,1.4895,7.5803,9.124,16747.11,3.75,86.471,1382.54,23.628,4.9085,1.6687,59.597,1.5865,39.2,17.5453,
2021-09-23,1.1715,128.88,1.9558,N/A,25.352,7.4362,N/A,0.85495,356.15,N/A,N/A,N/A,4.6077,N/A,4.9503,10.1398,N/A,N/A,1.0831,151.7,10.086,7.4945,85.2372,N/A,10.246,1.611,6.1788,1.485,7.5643,9.1205,16671.56,3.7491,86.367,1374.73,23.4303,4.8992,1.6622,58.87,1.5798,38.964,17.126,
2021-09-22,1.1729,128.5,1.9558,N/A,25.38,7.4361,N/A,0.86,355.28,N/A,N/A,N/A,4.6325,N/A,4.9505,10.1758,N/A,N/A,1.082,152.1,10.1268,7.4935,85.3877,N/A,10.1523,1.6178,6.1636,1.4997,7.585,9.1333,16694.77,3.7592,86.622,1387.87,23.5533,4.9174,1.6696,58.995,1.5855,39.222,17.3368,
2021-09-21,1.1738,128.34,1.9558,N/A,25.4,7.436,N/A,0.85855,354.63,N/A,N/A,N/A,4.6261,N/A,4.9497,10.1763,N/A,N/A,1.0845,152.3,10.1828,7.4975,85.982,N/A,10.1586,1.62,6.2483,1.4995,7.5945,9.1389,16708.12,3.7664,86.4895,1388.85,23.5912,4.9118,1.6707,58.825,1.5866,39.205,17.4427,
2021-09-20,1.1711,128.18,1.9558,N/A,25.432,7.4359,N/A,0.85705,353.97,N/A,N/A,N/A,4.5997,N/A,4.9493,10.2173,N/A,N/A,1.0883,152,10.243,7.5055,86.07,N/A,10.1512,1.6201,6.2495,1.5056,7.5726,9.1188,16742.86,3.7635,86.272,1393.32,23.6419,4.9098,1.6694,58.845,1.5839,39.062,17.3301,
2021-09-17,1.178,129.61,1.9558,N/A,25.296,7.436,N/A,0.85363,351.49,N/A,N/A,N/A,4.5804,N/A,4.9488,10.1553,N/A,N/A,1.0931,151.4,10.1208,7.5092,85.4338,N/A,10.1323,1.6111,6.2039,1.4913,7.6044,9.1691,16762.9,3.7752,86.5335,1386.26,23.4722,4.914,1.6658,58.819,1.5851,39.145,17.1891,
2021-09-16,1.1763,128.67,1.9558,N/A,25.281,7.436,N/A,0.85025,350.19,N/A,N/A,N/A,4.5763,N/A,4.9488,10.1518,N/A,N/A,1.0886,151.2,10.1293,7.5041,85.2347,N/A,9.9663,1.6077,6.1611,1.4863,7.5849,9.1575,16766.34,3.7742,86.473,1380.44,23.3728,4.8952,1.6548,58.715,1.5805,38.918,17.0544,
2021-09-15,1.1824,129.11,1.9558,N/A,25.318,7.4361,N/A,0.8551,348.86,N/A,N/A,N/A,4.5501,N/A,4.9485,10.136,N/A,N/A,1.0845,151.2,10.1418,7.4838,85.9738,N/A,9.9769,1.6153,6.1979,1.5004,7.6069,9.2021,16826.33,3.7881,86.8625,1380.77,23.4927,4.917,1.6666,58.742,1.586,38.865,16.8973,
2021-09-14,1.1814,130.08,1.9558,N/A,25.389,7.4361,N/A,0.8526,350.05,N/A,N/A,N/A,4.5542,N/A,4.9485,10.1453,N/A,N/A,1.0887,151.2,10.1745,7.476,86.1062,N/A,9.9848,1.6114,6.1788,1.4951,7.6168,9.1899,16857.27,3.7968,87.037,1382.66,23.5067,4.917,1.6625,58.868,1.587,38.927,16.8097,
2021-09-13,1.178,129.62,1.9558,N/A,25.348,7.4362,N/A,0.8512,349.58,N/A,N/A,N/A,4.5518,N/A,4.9453,10.1853,N/A,N/A,1.0873,151.4,10.1885,7.4775,85.8875,N/A,9.9468,1.6015,6.1563,1.4931,7.6059,9.1641,16787.94,3.7795,86.844,1383.74,23.401,4.8893,1.6575,58.819,1.5821,38.762,16.7103,
2021-09-10,1.1841,130.03,1.9558,N/A,25.288,7.4362,N/A,0.8526,349.88,N/A,N/A,N/A,4.5417,N/A,4.9413,10.1843,N/A,N/A,1.0854,151.4,10.2028,7.4861,86.1085,N/A,9.9558,1.5986,6.1436,1.4919,7.6228,9.2086,16812.55,3.7871,86.9469,1380.55,23.5404,4.8998,1.6554,59.045,1.5847,38.655,16.6627,
2021-09-09,1.1838,130.1,1.9558,N/A,25.398,7.4362,N/A,0.85555,350.88,N/A,N/A,N/A,4.5335,N/A,4.9466,10.1863,N/A,N/A,1.0861,150.8,10.2648,7.4859,86.276,N/A,10.0272,1.6035,6.267,1.5002,7.6402,9.2072,16858.46,3.7926,87.0705,1382.73,23.5363,4.9123,1.6617,59.085,1.5901,38.687,16.7458,
2021-09-08,1.1827,130.31,1.9558,N/A,25.394,7.436,N/A,0.85873,350.14,N/A,N/A,N/A,4.5178,N/A,4.9495,10.174,N/A,N/A,1.0888,150.6,10.265,7.479,86.626,N/A,9.9891,1.6027,6.1718,1.4982,7.6376,9.1971,16871.1,3.7936,87.0105,1377.95,23.5314,4.9135,1.6633,59.282,1.5909,38.71,16.8839,
2021-09-07,1.186,130.51,1.9558,N/A,25.423,7.4362,N/A,0.86115,348.59,N/A,N/A,N/A,4.518,N/A,4.9506,10.1515,N/A,N/A,1.0853,150.8,10.299,7.479,86.92,N/A,9.8735,1.6044,6.1323,1.4936,7.667,9.2197,16911.96,3.8018,87.1355,1380.15,23.6659,4.9284,1.6667,59.566,1.5956,38.64,16.9774,
2021-09-06,1.1864,130.34,1.9558,N/A,25.401,7.436,N/A,0.8571,347.03,N/A,N/A,N/A,4.5208,N/A,4.9478,10.1658,N/A,N/A,1.0869,150.6,10.2728,7.487,86.5584,N/A,9.8199,1.5952,6.1638,1.4883,7.6611,9.2226,16876.96,3.7974,86.7135,1372.45,23.6212,4.9212,1.6612,59.267,1.5926,38.516,16.9075,
2021-09-03,1.1872,130.54,1.9558,N/A,25.422,7.4361,N/A,0.8584,348.4,N/A,N/A,N/A,4.5088,N/A,4.9438,10.1708,N/A,N/A,1.0863,150.6,10.2738,7.4973,86.381,N/A,9.8574,1.5961,6.1279,1.4879,7.6555,9.2285,16934.44,3.8023,86.7045,1374.06,23.6503,4.9227,1.6654,59.202,1.5941,38.62,17.0285,
2021-09-02,1.1846,130.31,1.9558,N/A,25.382,7.436,N/A,0.85915,347.85,N/A,N/A,N/A,4.5069,N/A,4.9393,10.1939,N/A,N/A,1.0848,150.6,10.2938,7.501,86.2301,N/A,9.7942,1.6038,6.1429,1.4944,7.6503,9.2075,16874.01,3.8029,86.5205,1372.66,23.6529,4.9256,1.6702,59.039,1.5921,38.446,16.9882,
2021-09-01,1.1817,130.35,1.9558,N/A,25.406,7.4361,N/A,0.85863,348.03,N/A,N/A,N/A,4.5078,N/A,4.9346,10.1961,N/A,N/A,1.0845,149,10.2633,7.49,86.3373,N/A,9.7985,1.6088,6.0886,1.4879,7.6421,9.1907,16872.69,3.7846,86.348,1369.25,23.6484,4.9085,1.6776,59.163,1.5916,38.204,17.0532,
2021-08-31,1.1834,129.95,1.9558,N/A,25.523,7.436,N/A,0.85875,348.8,N/A,N/A,N/A,4.5296,N/A,4.9359,10.1625,N/A,N/A,1.0799,149.6,10.26,7.49,86.76,N/A,9.831,1.6156,6.1386,1.4896,7.6465,9.2086,16879.69,3.7951,86.385,1370.03,23.7864,4.9194,1.676,58.765,1.5897,38.129,17.2282,
2021-08-30,1.1801,129.66,1.9558,N/A,25.566,7.4361,N/A,0.85748,348.3,N/A,N/A,N/A,4.5678,N/A,4.9343,10.1813,N/A,N/A,1.0798,149.8,10.2395,7.4935,86.7119,N/A,9.8909,1.6167,6.1529,1.4867,7.6347,9.1891,16916.81,3.7998,86.5035,1375.03,23.8273,4.9057,1.6844,58.786,1.5881,38.271,17.2578,
2021-08-27,1.1761,129.59,1.9558,N/A,25.563,7.4363,N/A,0.85703,350.87,N/A,N/A,N/A,4.5827,N/A,4.934,10.2345,N/A,N/A,1.0796,149.2,10.3575,7.4886,87.0549,N/A,9.8809,1.622,6.1692,1.4914,7.6195,9.1619,16968.95,3.8007,86.701,1375.78,23.9686,4.9279,1.6927,58.754,1.5888,38.406,17.5356,
2021-08-26,1.1767,129.6,1.9558,N/A,25.546,7.4366,N/A,0.85718,349.18,N/A,N/A,N/A,4.5779,N/A,4.9318,10.2413,N/A,N/A,1.0789,148.6,10.3615,7.4885,87.0756,N/A,9.845,1.6206,6.1506,1.4838,7.6285,9.1625,16996.28,3.7932,87.234,1373.36,23.9001,4.9363,1.6882,58.803,1.592,38.525,17.542,
2021-08-25,1.1736,129,1.9558,N/A,25.531,7.4366,N/A,0.8559,348.76,N/A,N/A,N/A,4.5779,N/A,4.929,10.2248,N/A,N/A,1.0739,148.6,10.3863,7.4925,86.6276,N/A,9.8787,1.6191,6.1707,1.4827,7.6031,9.1357,16943.59,3.7925,87.152,1370.17,23.7798,4.935,1.69,58.495,1.5901,38.465,17.5801,
2021-08-24,1.174,128.74,1.9558,N/A,25.533,7.437,N/A,0.85578,349.69,N/A,N/A,N/A,4.5792,N/A,4.928,10.209,N/A,N/A,1.0711,150,10.4003,7.4938,86.7484,N/A,9.8836,1.6203,6.2681,1.4822,7.6042,9.1448,16897,3.7789,87.0625,1369,23.8606,4.9525,1.6893,58.783,1.5918,38.595,17.6902,
2021-08-23,1.1718,129.02,1.9558,N/A,25.514,7.4369,N/A,0.85635,350.13,N/A,N/A,N/A,4.5868,N/A,4.9294,10.2573,N/A,N/A,1.0744,150.2,10.487,7.4958,86.8572,N/A,9.915,1.6311,6.2826,1.4911,7.599,9.1313,16870.3,3.7857,86.915,1372.54,23.8334,4.952,1.7063,58.808,1.5924,39.091,17.8218,
2021-08-20,1.1671,127.97,1.9558,N/A,25.559,7.4368,N/A,0.8575,350.92,N/A,N/A,N/A,4.5895,N/A,4.9344,10.3263,N/A,N/A,1.0711,149.4,10.6,7.499,86.9259,N/A,9.9571,1.6373,6.3622,1.5069,7.5854,9.0924,16887.06,3.7875,86.8025,1380.66,23.6848,4.9456,1.7108,58.765,1.5907,38.946,17.875,
2021-08-19,1.1696,128.21,1.9558,N/A,25.501,7.4369,N/A,0.85523,350.98,N/A,N/A,N/A,4.5832,N/A,4.9295,10.2798,N/A,N/A,1.0723,148.8,10.545,7.5028,86.7175,N/A,9.9731,1.6319,6.3662,1.4919,7.5901,9.1121,16922.07,3.8024,86.9975,1375.34,23.5852,4.9573,1.7101,59.084,1.5942,38.994,17.7504,
2021-08-18,1.1723,128.67,1.9558,N/A,25.447,7.4368,N/A,0.85183,350.52,N/A,N/A,N/A,4.5634,N/A,4.9254,10.2233,N/A,N/A,1.0726,148.4,10.422,7.4953,86.3484,N/A,9.938,1.617,6.1913,1.4793,7.5976,9.1299,16872.12,3.79,87.047,1371.95,23.4178,4.9682,1.698,59.15,1.5942,39.02,17.4356,
2021-08-17,1.1767,128.57,1.9558,N/A,25.441,7.4365,N/A,0.85323,351.15,N/A,N/A,N/A,4.5605,N/A,4.9256,10.1948,N/A,N/A,1.0713,148.4,10.3983,7.491,86.3767,N/A,9.9113,1.6138,6.2065,1.4838,7.6244,9.1704,16932.04,3.7991,87.439,1381.91,23.4266,4.9869,1.6983,59.346,1.5993,39.208,17.4416,
2021-08-16,1.1772,128.75,1.9558,N/A,25.427,7.4367,N/A,0.84873,351.89,N/A,N/A,N/A,4.5653,N/A,4.9138,10.2008,N/A,N/A,1.0758,148.2,10.4048,7.4946,86.4513,N/A,9.9717,1.6059,6.2143,1.4782,7.6243,9.1641,16920.96,3.7871,87.3695,1374.09,23.4319,4.9884,1.6754,59.763,1.5967,39.371,17.3852,
2021-08-13,1.1765,129.64,1.9558,N/A,25.386,7.437,N/A,0.85093,353.03,N/A,N/A,N/A,4.574,N/A,4.9115,10.1993,N/A,N/A,1.0829,148,10.3753,7.4983,86.2279,N/A,10.0648,1.6006,6.1611,1.4724,7.6237,9.1573,16901.56,3.7837,87.374,1369.96,23.3755,4.9854,1.6776,59.543,1.5967,39.213,17.4561,
2021-08-12,1.1739,129.61,1.9558,N/A,25.393,7.4371,N/A,0.84743,353.25,N/A,N/A,N/A,4.5876,N/A,4.9145,10.1883,N/A,N/A,1.0824,148,10.3755,7.4988,86.2888,N/A,10.0553,1.5963,6.1263,1.4694,7.6036,9.1336,16844.57,3.7817,87.1095,1365.19,23.357,4.9691,1.6716,59.231,1.5933,38.762,17.278,
2021-08-11,1.1718,129.68,1.9558,N/A,25.405,7.4373,N/A,0.84698,354.84,N/A,N/A,N/A,4.5858,N/A,4.9163,10.2305,N/A,N/A,1.0818,148,10.4548,7.4955,86.8412,N/A,10.1467,1.5958,6.1113,1.4677,7.5996,9.1187,16881.52,3.7694,87.1605,1357.41,23.5291,4.9684,1.6704,59.126,1.5924,39.062,17.3326,
2021-08-10,1.1722,129.48,1.9558,N/A,25.382,7.4373,N/A,0.84568,352.86,N/A,N/A,N/A,4.5755,N/A,4.916,10.2145,N/A,N/A,1.0813,148.2,10.468,7.4985,86.3225,N/A,10.0813,1.5965,6.1471,1.4729,7.5975,9.1228,16863.01,3.7825,87.193,1349.76,23.5629,4.9566,1.6758,59.007,1.592,39.222,17.3605,
2021-08-09,1.1761,129.5,1.9558,N/A,25.391,7.437,N/A,0.84745,353.87,N/A,N/A,N/A,4.5645,N/A,4.9134,10.2175,N/A,N/A,1.0786,147.8,10.4885,7.4995,86.3776,N/A,10.1679,1.6002,6.1735,1.4747,7.619,9.1521,16916.78,3.7851,87.3195,1345.82,23.5526,4.9731,1.6763,59.275,1.5943,39.329,17.2075,
2021-08-06,1.1807,129.64,1.9558,N/A,25.413,7.4371,N/A,0.8484,352.72,N/A,N/A,N/A,4.5563,N/A,4.916,10.1683,N/A,N/A,1.0724,147.8,10.423,7.4978,86.4194,N/A,10.1385,1.5968,6.1594,1.4763,7.6379,9.1827,16934.12,3.7967,87.4993,1349.15,23.5178,4.9814,1.6737,59.644,1.5952,39.359,17.0983,
2021-08-05,1.185,129.79,1.9558,N/A,25.415,7.4366,N/A,0.8506,353.95,N/A,N/A,N/A,4.548,N/A,4.9159,10.1983,N/A,N/A,1.0733,148,10.441,7.5008,86.5784,N/A,10.1155,1.599,6.1064,1.4817,7.6555,9.216,16993.36,3.8035,87.8256,1353.34,23.6112,4.9977,1.6759,59.66,1.5996,39.389,17.0232,
2021-08-04,1.1861,129.31,1.9558,N/A,25.44,7.4367,N/A,0.85153,354.24,N/A,N/A,N/A,4.5438,N/A,4.9185,10.197,N/A,N/A,1.0729,147.6,10.455,7.5009,86.5106,N/A,10.0115,1.6002,6.161,1.488,7.6638,9.2236,16965.65,3.8035,87.9575,1355.44,23.5576,5.0077,1.6784,58.988,1.6,39.272,16.9211,
2021-08-03,1.1885,129.7,1.9558,N/A,25.49,7.4376,N/A,0.85355,354.59,N/A,N/A,N/A,4.5562,N/A,4.9183,10.2045,N/A,N/A,1.0735,146.6,10.4343,7.5005,86.7063,N/A,9.9576,1.6086,6.1791,1.4874,7.6818,9.2428,16995.64,3.8211,88.2175,1364.59,23.5939,5.0161,1.6953,58.946,1.6056,39.244,17.1001,
2021-08-02,1.1886,130.17,1.9558,N/A,25.476,7.4381,N/A,0.85568,356.01,N/A,N/A,N/A,4.5562,N/A,4.918,10.191,N/A,N/A,1.0761,146.8,10.4515,7.4963,86.4182,N/A,9.9181,1.6141,6.1459,1.4816,7.6807,9.2398,17089.57,3.8321,88.396,1367.67,23.5605,5.0218,1.7041,59.211,1.6069,39.152,17.0993,
2021-07-30,1.1891,130.39,1.9558,N/A,25.501,7.4379,N/A,0.8514,357.2,N/A,N/A,N/A,4.5636,N/A,4.9203,10.1868,N/A,N/A,1.0771,146.6,10.4405,7.5003,86.7116,N/A,9.9985,1.6133,6.0716,1.4791,7.6838,9.2451,17184.46,3.8403,88.3941,1368.74,23.6277,5.018,1.699,59.479,1.609,39.098,17.3283,
2021-07-29,1.1873,130.41,1.9558,N/A,25.506,7.4376,N/A,0.8508,358.08,N/A,N/A,N/A,4.5782,N/A,4.9215,10.1675,N/A,N/A,1.0788,147.2,10.3993,7.5085,87.0021,N/A,10.0851,1.6062,6.0419,1.4808,7.6691,9.2272,17172.66,3.8521,88.1675,1360.07,23.5655,5.0324,1.6986,59.722,1.6072,39.003,17.3117,
2021-07-28,1.1807,129.97,1.9558,N/A,25.625,7.4373,N/A,0.85095,359.72,N/A,N/A,N/A,4.5965,N/A,4.9213,10.1963,N/A,N/A,1.0802,148.4,10.4828,7.5066,86.7666,N/A,10.0973,1.6081,6.0931,1.484,7.6722,9.188,17117.84,3.8492,87.833,1362.99,23.5823,5.0003,1.7013,59.465,1.6057,38.78,17.4792,
2021-07-27,1.181,129.98,1.9558,N/A,25.685,7.4371,N/A,0.85503,359.43,N/A,N/A,N/A,4.5906,N/A,4.9196,10.165,N/A,N/A,1.0806,149,10.4423,7.5064,87.0133,N/A,10.107,1.6029,6.1288,1.4839,7.6799,9.1915,17109.52,3.8411,87.913,1360.75,23.6687,4.999,1.6956,59.553,1.6059,38.926,17.5332,
2021-07-26,1.1787,130.05,1.9558,N/A,25.629,7.4372,N/A,0.85468,361.65,N/A,N/A,N/A,4.5888,N/A,4.9223,10.205,N/A,N/A,1.0826,148.6,10.427,7.5245,87.1713,N/A,10.0973,1.601,6.1546,1.4804,7.6426,9.1656,17084.23,3.8487,87.7305,1360.69,23.6826,4.9877,1.6889,59.342,1.6032,38.832,17.4846,
2021-07-23,1.1767,130.11,1.9558,N/A,25.65,7.4382,N/A,0.85543,359.13,N/A,N/A,N/A,4.5691,N/A,4.9227,10.2105,N/A,N/A,1.0838,149,10.4065,7.5353,86.6254,N/A,10.0573,1.5944,6.1009,1.4788,7.6224,9.142,17050.24,3.851,87.5905,1354.19,23.6237,4.9733,1.6846,59.12,1.5997,38.743,17.3882,
2021-07-22,1.1775,129.83,1.9558,N/A,25.639,7.4382,N/A,0.85563,357.87,N/A,N/A,N/A,4.5661,N/A,4.9227,10.2245,N/A,N/A,1.0829,148.2,10.3795,7.532,86.9522,N/A,10.0717,1.5959,6.1029,1.4779,7.6153,9.1506,17063.23,3.8524,87.6615,1352.59,23.729,4.9726,1.6906,58.921,1.602,38.704,17.1449,
2021-07-21,1.1772,129.63,1.9558,N/A,25.695,7.4385,N/A,0.86363,360.2,N/A,N/A,N/A,4.5987,N/A,4.9255,10.2448,N/A,N/A,1.0848,148,10.5808,7.5276,87.5209,N/A,10.1063,1.6089,6.1732,1.4932,7.6201,9.1518,17119.8,3.8755,87.7895,1359.56,23.774,4.9825,1.7004,59.396,1.6104,38.695,17.2811,
2021-07-20,1.1775,129.03,1.9558,N/A,25.642,7.4381,N/A,0.86545,359.45,N/A,N/A,N/A,4.5954,N/A,4.9255,10.2535,N/A,N/A,1.0838,146.9,10.617,7.521,87.6775,N/A,10.0664,1.6082,6.1633,1.5023,7.6305,9.1529,17143.51,3.881,87.921,1352.39,23.599,4.9743,1.7049,60.005,1.6106,38.634,17.1349,
2021-07-19,1.1766,128.96,1.9558,N/A,25.605,7.4377,N/A,0.85913,359.48,N/A,N/A,N/A,4.5885,N/A,4.9268,10.2533,N/A,N/A,1.084,146.1,10.538,7.5065,87.9317,N/A,10.1142,1.6043,6.0813,1.5028,7.6344,9.1419,17144.2,3.8781,88.226,1357.53,23.5865,4.9717,1.6986,59.865,1.6045,38.663,17.0741,
2021-07-16,1.1802,130.03,1.9558,N/A,25.538,7.4381,N/A,0.85298,359.73,N/A,N/A,N/A,4.5867,N/A,4.9285,10.2428,N/A,N/A,1.0853,145.9,10.3878,7.4968,87.5186,N/A,10.0521,1.5907,6.0146,1.4856,7.6373,9.1684,17083.05,3.8796,88.031,1347.94,23.4589,4.9681,1.6836,59.364,1.5993,38.669,16.984,
2021-07-15,1.1809,129.93,1.9558,N/A,25.587,7.4375,N/A,0.85188,359.45,N/A,N/A,N/A,4.5748,N/A,4.929,10.2335,N/A,N/A,1.0828,146.1,10.3803,7.4918,87.5176,N/A,10.1061,1.5876,6.0075,1.4808,7.6304,9.1726,17143.25,3.8553,88.051,1350.13,23.5383,4.9627,1.6888,59.272,1.5995,38.598,17.2028,
2021-07-14,1.1812,130.3,1.9558,N/A,25.646,7.4376,N/A,0.85158,358.08,N/A,N/A,N/A,4.5736,N/A,4.9287,10.205,N/A,N/A,1.084,146.3,10.332,7.4928,87.4789,N/A,10.1485,1.5817,6.0591,1.4732,7.6268,9.1742,17107.91,3.8672,87.9885,1355.24,23.5734,4.9616,1.6819,59.365,1.599,38.525,17.2975,
2021-07-13,1.1844,130.55,1.9558,N/A,25.644,7.438,N/A,0.85518,356.67,N/A,N/A,N/A,4.5687,N/A,4.9276,10.1818,N/A,N/A,1.0857,146.5,10.3085,7.492,87.8029,N/A,10.1726,1.584,6.1316,1.4782,7.6598,9.197,17142.99,3.8844,88.2879,1356.76,23.555,4.965,1.6981,59.239,1.6014,38.635,17.2735,
2021-07-12,1.1852,130.55,1.9558,N/A,25.723,7.4375,N/A,0.8557,355.38,N/A,N/A,N/A,4.5542,N/A,4.928,10.2008,N/A,N/A,1.0852,146.3,10.328,7.4948,88.4389,N/A,10.2372,1.5888,6.2426,1.4813,7.6751,9.2052,17199.18,3.892,88.411,1361.95,23.6064,4.9678,1.7019,59.847,1.6027,38.732,17.1471,
2021-07-09,1.1858,130.46,1.9558,N/A,25.791,7.4367,N/A,0.85758,355.1,N/A,N/A,N/A,4.5497,N/A,4.9286,10.1853,N/A,N/A,1.0852,146.3,10.3355,7.4929,88.0163,N/A,10.277,1.5868,6.2369,1.4817,7.6834,9.2117,17190.24,3.8924,88.371,1358.2,23.58,4.9691,1.6982,59.384,1.6029,38.598,16.8759,
2021-07-08,1.1838,129.91,1.9558,N/A,25.894,7.4366,N/A,0.86133,358.57,N/A,N/A,N/A,4.5504,N/A,4.9272,10.1908,N/A,N/A,1.0851,146.3,10.4138,7.4913,89.0266,N/A,10.2904,1.5957,6.2463,1.4893,7.6832,9.1967,17280.56,3.8823,88.6073,1361.34,23.7922,4.9501,1.7048,59.347,1.602,38.497,17.0554,
